calificacion,comentarios
10,"poner mas atencion en las peticiones del cliente,pedi que me acomodaran la goma del parabrisas y no  lo realizaron."
10,Excelente atención
10,Buena atención de los consultores
10,Todo muy bien
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
9,todo bien
 , 
10,todo bien
10,Todo bien
10,Todo bien
10,Todo muy bueno
10,Agilizar entrega
10,Amabilidad
10,Todo bien
10,Todo bien
10,Continuar con la atención recibida
9,Mejorar los tiempos de entrega
10,Bajar precios
10,excelente atencion
 , 
 , 
 , 
 , 
 , 
 , 
10,todo muy bien
10,Todo bien en todos los aspectos
10,Buen servicio
 , 
10,Todo bien
10,"Muy bien, la atencion por la srta Monserrat Gutierrez fue excelente. Gracias"
10,todo muy bieb
10,todo muy bien
10,Todo bien
10,Todo bien
9,Buen servicio
10,"Excelente servicio, todo muy bien"
8,Tiempos de entrega
10,Puntualidad con el servicio
10,Seguir innovando el servicio esecelente
6,"Vi un golpe que yo recuerdo no traerlo,y en sus fotos no se nota muy bien"
10,Todo muy bien
10,Siempre son muy amables.
10,Todo excelente
 , 
10,Mantener buen servicio
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,Ninguna
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,Buena atención para los clientes
 , 
 , 
 , 
10,Todo bien *
 , 
10,Todo muy bien*
 , 
10,Todo bien
 , 
 , 
10,Buen seguimiento de las unidades
10,todo bien
10,Muy bien
10,Todo bien
10,Todo bien
10,Excelente servicio de todo el personal
 , 
8,Bien
 , 
10,Todo muy bien
5,pesimo servicio de limpieza y la notificacion de que la unidad ya estaba lista y al llegar me indicaron que aún no
10,Todo bien
7,Mostrar el aceite que retiraron
10,Todo bien *
10,Todo bien
10,Ninguna
9,Explicar mejor los adicionales y sus alcances
9,Sin comentarios
10,Todo excelente
 , 
 , 
10,"La atención de algunos trabajadores que es buena, de otros no tanto"
 , 
10,Muy bien
 , 
10,excelente servicio*
 , 
10,Sin comentarios
10,Sin comentarios
 , 
10,Todo bien *
 , 
 , 
 , 
10,Todo bien *
 , 
 , 
 , 
 , 
 , 
 , 
10,Fue muy atenta y rápido
 , 
 , 
 , 
10,Sin comentarios
10,Todo bien *
 , 
 , 
 , 
9,Todo bien
10,Ninguna
10,Buen día
 , 
7,Atención a clientes
 , 
 , 
 , 
10,Todo muy bien *
 , 
 , 
10,Todo perfecto
 , 
10,Todo muy bien
 , 
 , 
10,Buen trabajo
10,Perfecto todo
10,Más contacto
10,todo bien*
 , 
10,Todo bien *
10,Todo muy bien
9,La amabilidad y calidad en el servicio
8,Sin comentarios
10,Todo en orden
10,Amabilidad y puntualidad excelentes
 , 
10,Todo bien
10,Todo bien
10,Eficiencia
10,"Todo muy bien,solo el tiempo del servicio"
10,Todo bien *
,Se envía whatsapp
,Se envía whatsapp
6.0,"Primero problema de facturaciónSegundo, no sé para que el asesor tiene celular, si nunca contesta Y tercero, siendo un cliente muy frecuente y leal a Chevrolet, Surman, no me den prioridad en una cosa tan sencilla"
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
6.0,Porque no me deja 0
,Se envía whatsapp
,Previas GM
,Se envía whatsapp
,Garantía de nuevos 
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
8.0,Los costos muy elevados
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,Me robaron la tarjeta de gasolina el auto mal lavado entregaron un dia después  y previqmente ya habian confirmado la entrega el dia antes
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Puse 9
8.0,"solo quiero mencionar que la actitud del cajero fue prepotente, su comunicacion no verbal, es decir de gesto fue de mal gusto, y en mi opinion deberia ser mas servicial"
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
6.0,X que ahora que mande mi camioneta me la entregaron con un rayón
8.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
8.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Sin contacto del cliente
,Se envía whatsapp
6.0,Hablé con su agente de servicio al clientes
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,No recomiendo es mala
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
8.0,"Si, si los recomendaría. No entiendo xq esta pregunta. Hicieron un buen trabajo, Grs"
,Se envía whatsapp
8.0,Le brindaron precios diferentes por llamada y con su consultora 
8.0,"Solo califica, sin comentarios "
,Previas GM
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
8.0,"Solo califica, sin comentarios "
,Se envía whatsapp
8.0,Le pedí al asesor que si podrían revisar un ruido en la suspensión al momento de dejar el vehículo en el servicio Al momento de entregarme el vehículo le pregunté al respecto y simplemente me dijo que no habían revisado nada porque no les dio tiempo Que si quería el servicio tenía que dejarlo un día más
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
6.0,Ingresó a cambio de frenos y siguen rechinando 
8.0,"Solo califica, sin comentarios "
,Se envía whatsapp
8.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
8.0,Quedaron de mandar vía WhatsApp o correo electrónico el resultado de servicio y aún no lo recibo
,Se envía whatsapp
8.0,Tener costos más competitivos
6.0,En resolver loas peticiones de la siguiente orden de servicio.
,Se envía whatsapp
,Sin contacto del cliente
,Sin contacto del cliente
,Se envía whatsapp
,Sin contacto del cliente
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente
,Se envía whatsapp
,Se envía whatsapp
8.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Previas GM
,Se envía whatsapp
8.0, El tiempo de respuesta para un diagnóstico es muy lento De 2 a 3 habiles
,Sin contacto del cliente 
10.0,"Solo califica, sin comentarios "
6.0,Contesté la encuesta y las razones en la agencia
,Se envía whatsapp
,Se envía whatsapp
8.0,"Solo califica, sin comentarios "
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,No brinda mas comentarios 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Quedaron de valuar mi cocheNunca lo hicieron.
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,"Solo califica, sin comentarios "
,La llamada no puede ser completada 
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,Solicitó una revisión y no la hicieron
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Numero apagado
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
8.0,"Solo califica, sin comentarios "
6.0,El lavado que ustedes le dicen premium es como el que hace el lava coches del mercado de 100 pesos
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Previas GM
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Numero ocupado Fleet Service
,Previas GM
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
8.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
6.0,Mala atención y mal servicio
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
8.0,No depende de ustedes pero tienen una agenda demasiado saturada y se complica agendar citas
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
8.0,Sus precios 
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Sin contacto del cliente 
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Es bueno
8.0,Actualizaciónes del progreso
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Sin contacto del cliente
,Se envía whatsapp
,Garantía de nuevos 
,Se envía whatsapp
,Conmutador
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Garantía de nuevos 
,Numero no disponible 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
6.0,Lleve mi camioneta a servicio y una reparación  de los chisgueteres y no quedaron y ahora no me contestan
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
8.0,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Sin contacto del cliente
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,"Me buscaron más de 10 veces para confirmar mi cita por varios medios y cuando llegué no la tenían agendada. A varios clientes nos pasó lo mismo ese día. Eso no fue lo peor. Me citaron a las 12:30 para entrega de unidad y me la entregaron hasta las 14h. Pedí una valoración para cambio de un faro y no me la entregaron, pedí una valuación del equipo de ventas y no la hicieron."
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
8.0,"Solo califica, sin comentarios "
8.0,"Pues si un 9 porque mis visitas anteriores fueron de 4,  ha mejorado la atención que recibo solo me faltó una encerada de cortesía que me habían prometido, pero ps estuvo mejor está vuelta"
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,Muy buena atención por parte del asesor Eduardo... no recuerdo su apellido... joven delgado... Muy amable y explicando bien cada paso
10.0,"Solo califica, sin comentarios "
,El numero no existe 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente 
,Se envía whatsapp
,Sin contacto del cliente 
,Sin contacto del cliente
,Se envía whatsapp
,Se envía whatsapp
8.0,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Numero equivocado 
10.0,"Solo califica, sin comentarios "
,Sin contacto del cliente 
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
6.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Sin contacto del cliente 
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
,Se envía whatsapp
6.0,Muy mala experiencia 
,Se envía whatsapp
10.0,"Solo califica, sin comentarios "
,Sin contacto del cliente 
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente
8.0,Lo anterior  porque sustrajeron un conector de un cargador de celular del vehículo.
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
10.0,"Solo califica, sin comentarios "
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Se envia whatsapp
6.0,"Solo califica, sin comentarios "
,Sin contacto del cliente
,Sin contacto del cliente 
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente 
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Sin contacto del cliente
,Se envia whatsapp
10.0,"Solo califica, sin comentarios "
,Sin contacto del cliente 
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8.0,Lavada de unidad 
,Se envia whatsapp
,Se envia whatsapp
6.0,El servicio y la atención 
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Llamada
8.0,"Solo califica, sin comentarios "
6.0,"Solo califica, sin comentarios "
,Todo bien gracias
,Se envia whatsapp
6.0,Se envia whatsapp
6.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Llamada
10.0,"Solo califica, sin comentarios "
8.0,Lavada de unidad 
,Llamada
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
10.0,"Solo califica, sin comentarios "
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
,Sin contacto del cliente 
6.0,No me han entrado mi auto después de 2 meses
,Se envia whatsapp
,Se envia whatsapp
,Llamada
6.0,La luz de la bolsa de aire ya se volvió a prender. Tuvieron mi auto una semana. Y no resolvieron el problema
,Se envia whatsapp
,Se envia whatsapp
,Llamada
6.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
8.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Sin contacto del cliente
,Sin contacto del cliente
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
,Sin contacto del cliente
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Sin contacto del cliente
10.0,"Solo califica, sin comentarios "
,Se envia whatsapp
6.0,"Dudo mucho pero mucho que le hayan cambiado el aceite/Le tocó cambio de aceite de motor y me mostraron como estaba el aceite antes y después del servicio, y el aceite está igual de obscuro, cuando el aceite debería de ser transparente"
10.0,"Solo califica, sin comentarios "
8.0,Que se pueda hacer más rápido el pago
8.0,"Solo califica, sin comentarios "
,Se envia whatsapp
10.0,"Solo califica, sin comentarios "
8.0,Aún no me envían mi factura
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
,Se envia whatsapp
10,todo muy bien
6,Ser claros y no contradecirse en la asesoría de reparaciones
10,todo muy bien
2,Tiempo de entrega muy tardado
8,Todo bien
10,"Todo bien,solo la caja al cobrar que sea más rapida"
10,Perfecta y exacta
10,todo bien
10,Todo bien y en orden
 , 
10,todo muy bien
10,todo muy bien
10,Excelente atención
10,todo bien*
10,todo bien*
 , 
10,todo bien*
 , 
10,Todo bien
10,Buena atención por parte de yazareth
10,Todo bien
10,Todo bien
 , 
10,Todo bien
10,Todo bien
10,Todo bien
10,Todo bien
10,todo muy bien
10,Todo excelente
9,todo bien*
10,todo bien*
10,todo bien*
10,todo bien*
10,todo bien*
9,todo bien*
10,todo bien*
10,todo bien*
10,Excelente servicio y atención
10,todo bien*
9,Que e cajero sea más amable dónde se paga el servicio
10,todo bien*
10,Atentos y amables
 , 
9,todo bien*
5,La unidad salió con un tallon
10,todo bien*
,todo bien*
10,"Ninguna,todo bien"
10,"Todo bien,solo contestar mensajes para recoger unidad"
10,Todo estuvo muy bien
9,todo bien*
 , 
10,excelente servicio*
 , 
5,La unidad salió con un tallon
6,No me gusto la estética  realizada
9,todo bien*
10,todo bien*
10,Amabilidad
10,Estuvo excelente todo
10,Todo excelente
10,Todo bien
10,Fue excelente
10,todo bien
9,todo bien*
10,todo bien*
9,todo bien*
10,Todo muy bien
9,todo bien*
10,Todo bien
10,No pude costal asesor tuve que venir personalmente
10,Todo perfecto y muy buena atención
9,Solo tener más atención al cliente
10,todo bien*
10,Fue excelente
10,"Todo fue fácil,no tan rápido pero bien"
10,"Falta de información de los adicionales,en el área  de caja el personal es muy déspota."
10,Todo bien atentos
10,Todo bien
9,Esta bien
10,Todo muy bien buena atención
10,"Super atención por parte de yazareth,"
10,Todo bien
10,Solo la atencion por clientes por llamada mejorarla
 , 
 , 
10,todo muy bien
10,Buena atención
10,todo muy bien
 , 
10,todo bien*
 , 
10,Todo perfecto
10,todo muy bien
10,Todo muy bien
10,todo bien*
10,todo bien*
10,Todo bien
10,Fue excelente
10,Buena actitud
10,todo bien*
10,todo muy bien
10,todo muy bien*
10,todo bien*
9,"Un poco más de comunicación por el asesor,la atención  de Monserrat Gutierrez muy buena. Gracias"
9,Muy caros los precios del servicio y muy barato el costo de seminuevos
10,Fueron atentos y rápido el servicio
10,todo bien*
10,todo muy bien
10,Sin comentarios
10,todo muy bien*
6,No me solucionaron mi tema de la pintura
 , 
 , 
 , 
 , 
 , 
 , 
10,todo bien
 , 
10,Todo bien todo perfecto
10,Todo bien
9,Todo bien
8,"La primera persona que nos atendió tendría que a ver terminado la atención no otra persona, ya que la información no fue correcta y los costos cuidarlos no dar diferentes"
6,"El servicio muy bien,pero el daño en mi  unidad muy mal"
9,Bastante bien
10,todo muy bien*
 , 
 , 
10,Todo bien
 , 
9,todo bien*
10,excelente servicio*
9,todo bien*
10,Todo bien
9,todo bien
10,Todo muy bien claros y buen servicio
10,Byena atención
10,El tiempo de recepción sea más rápido
9,todo bien*
10,todo muy bien*
 , 
10,todo bien*
 , 
10,Servicio y atención a cliente
6,Tener más atención con el cliente y claridad de la información.
9,"Todo muy bien con el servicio,pero el sistema es muy lento"
10,Excelente
10,Todo bien
8,desde el servicio pasado no me entregaron  mis tapetes de mi unidad
9,Sin comentarios
10,Muy bien la atencion y muy profesional mi asesora yazareth cruz
8,"La atención todo bien, solo la comunicación con el área de cita"
10,Todo bien Excelente servicio
9,Todo bien
9,todo bien
 , 
 , 
10,Todo bien
10,Todo muy bien
10,todo bien*
10,Ninguna
10,Too ok
10,Excelente servicio
10,Todo bien
10,todo bien*
10,todo muy bien
 , 
 , 
 , 
 , 
 , 
 , 
 , 
9,Demasiadas llamadas y mensajes para confirmar la cita
10,todo bien*
10,todo bien*
10,todo bien*
10,Buen trato y tiempo de entrega
9,Los presupuestos son muy lentos
10,"Todo muy bien,solo que tuve que pagar un servicio que me habían indicado que era gratuito."
10,Todo bien todo perfecto
10,Todo bien
10,todo bien
9,todo bien*
10,Todo bien
9,"todo bien , gracias"
10,todo bien
10,Excelente
10,Ninguna
10,Todo perfecto
10,todo muy bien
10,Todo bien
9,todo bien*
9,todo bien*
10,todo bien*
10,todo muy bien*
9,Esta bien
10,todo bien*
10,"Mejorar nada,esta excelente"
10,Muy atentos
9,todo bien*
 , 
 , 
9,Todo bien
10,Todo bien *
10,Todo excelente
10,Excelente servicio
 , 
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,todo muy bien
10,Sin comentarios
10,"Buen servicio de mi asesora yazareth,"
10,Todo bien *
10,Todo bien
7,"La atención bien,solo la información de los multipuntos ser más claros y con más tacto"
10,todo bien*
8,Contestar las llamadas a opción de servicio
10,Servicios excelente
8,"El cajero ser más empatico,ya que se molesto por que me cobro y ya quería retirarse comentarios que me son propios enfrente del cliente"
10,Ninguno
8,El tiempo de entregar hacerlo más rápido
0,Pues en general la atencion al cliente es super importante estoy en insatisfecho
10,Todo bien
9,se tardo mucho la unidad en taller
5,"El asesor coyotzin no atendía mis llamadas y mensajes, el número telefónico que tienen de atención nunca contestan. Para resolver el problema tuve q venir personalmente varias veces"
7,Más eficacia en el servicio
9,todo bien*
9,todo bien
7,Tener más comunicación con el asesor y que las líneas funcionen
9,todo bien*
 , 
10,todo muy bien
 , 
9,todo bien*
10,todo bien
10,Excelente atención y tiempo en forma
 , 
8,Seguimiento
10,La misma calidad en el servicio
 , 
10,Puntualidad
10,todo bien*
7,"La unidad sigue con la misma falla, mi asesora le falta atención al responder mensajes, tener más stocks en almacen para no quedar sin el servicio a medias"
10,todo muy bien
10,Ningún comentario
8,Muy buena atención
10,Todo bien
10,Todo bien
10,Todo bien
10,todo bien*
10,todo muy bien
9,Seguir igual con el mismo compromiso
8,Ninguna
9,todo bien*
10,Nada
10,Todo bien
10,Excelente servicio
 , 
10,Todo bien
9,todo bien*
9,Todo bien *
10,Todo muy bien
 , 
10,Un poco más ágiles con las garantiasm
 , 
9,nada
10,todo bien*
 , 
 , 
9,bien solo el tiempo de entrega
9,Ninguna
 , 
9,Entregar a tiempo
 , 
0,El servicio es terrible y mediocre. El personal no tiene total conocimiento de los servicios
10,Super rápido todo
0,No quiso contestar encuesta
8,Todo bien
10,Todo bien
10,todo bien*
10,todo muy bien
 , 
 , 
 , 
 , 
9,ninguno
 , 
 , 
 , 
 , 
10,todo bien
 , 
 , 
 , 
10,Perfecta excelente  mi asesora
9,Fue buena la atención pero no contesta  los teléfonos para hacer cita y para poder pedir informes de mi unidad
10,Todo bien
10,todo muy bien
7,"La caja ,el personal muy déspota, el servicio muy bien"
9,Solo el tiempo de entrega y de espera
9,Ninguna
10,Muy bien mi asesor jesus
10,todo muy bien
10,Estuvo muy bien la atencion
10,Todo muy bien
10,Todo bien
8,Me atendieron en tiempo y forma muy amable mi asesor.
10,"La atención muy bien, solo se tardan en recibir la unídad"
10,Todo bien
10,Trabajo realizado *
10,Todo bien
10,Todo bien
 , 
8,Sin comentarios
 , 
 , 
 , 
 , 
10,Todo bien
 , 
 , 
10,todo muy bien
10,Sin comentarios
10,Ninguna
9,Todo bien
10,Todo bien
10,Excelente trato y puntualidad
1,No quiso contestar encuesta
10,todo muy bien
0,"No con el servicio con la marca por ello ,mi calificacion"
 , 
8,"La atención se los asesores,ser más clara y precisa para no quedar con duda"
8,Atiendan clavos en llantas identificados en servicios con el costo correspondiente
0,"El servicio de citas de la pagina no funciona, al llegar no hay control y a la salida tampoco."
9,todo bien
9,todo bien
10,Todo bien
10,todo bien
10,todo muy bien
10,todo bien
10,todo bien
10,todo bien
10,Excelente servicio
 , 
10,todo bien
10,Todo bien
 , 
10,Todo bien  sin inconvenientes
10,Siempre han atendido muy bien pero los costos ya son muy caros
8,El tiempo de entrega
10,Excelente servicio
10,todo muy bien
10,Bien
 , 
8,Tiempos de respuesta
10,Amabilidad y profesionalismo en su trabajo
 , 
10,todo bien
9,todo bien
8,Entregaron mi unidad com un rayon
 , 
 , 
 , 
8,Atención a clientes
 , 
 , 
10,Todo bien
10,todo muy bien
10,Todo bien
10,Atención
10,todo muy bien
10,Excelente
9,todo bien
10,todo muy bien
 , 
10,todo muy bien
10,Sin comentarios
 , 
 , 
9,todo bien
9,todo muy bien
10,Sin comentarios
 , 
9,todo bien
9,todo bien
10,Todo muy bien
10,Excelente atención
9,todo bien
9,"Ninguna, todo bien"
10,Todo bien
0,no contesta encuesta
9,todo bien
 , 
 , 
9,Todo muy bien
 , 
 , 
10,todo bien
 , 
10,La atencion
9,"Tuve dos inconveniente con la cita, ya que me reagendaron muchas veces algo que me es inconmido"
9,todo bien
10,Excelente
9,nada
10,todo bien
10,Excelente
10,todo muy bien
10,Todo excelente
10,Han estado satisfechos con el servicio
10,Todo muy bien
 , 
 , 
 , 
 , 
 , 
 , 
 , 
10,"Me hicieron llegar un presupuesto de unas refacciones y anteriormente fue otro costo,información confusa y molestia por no repararse la falla"
9,todo bien
 , 
 , 
8,"Servicios, mejorar lavado"
1,Ninguno
 , 
10,BIEN
8,Falta de comunicación com mi asesor
 , 
10,Todo bien
10,Todo bien
 , 
9,nada
9,todo bien
10,"Solo la aplicación que indica que ya esta la unidad y al llegar no esta mi asesor, pero el servicio bien, por favor no me manden mensajes"
10,todo muy bien
1,El lavado muy mal
10,todo bien
10,Todo bien
 , 
10,Todo bien
 , 
 , 
10,Todo bien con Fernando
 , 
10,Muy buena atención
 , 
 , 
 , 
10,Bien todo
 , 
 , 
 , 
 , 
 , 
10,todo muy bien
 , 
 , 
 , 
